comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,label
6.2209377,5.6588955,4.755533,3.228928,2.7034492,8.30048,2.645783,5.791981,1020289_F.jpg
2.6831083,2.5045624,2.6712403,1.4124614,1.6950923,3.8912468,1.1474597,2.5409472,1020290_F.jpg
4.836652,4.38602,4.382116,2.3624992,2.227111,6.919286,2.0198643,4.6625886,1020291_F.jpg
4.5381627,4.0973787,3.9075928,2.1432114,2.2112606,6.1655507,1.852305,4.075181,1020292_F.jpg
6.893443,4.992727,5.8021903,2.452467,2.3898404,8.990273,2.4298823,4.964079,1020293_F.jpg
7.005292,5.7512236,5.921174,2.6103249,2.4732108,9.790949,2.2800236,5.308003,1020294_F.jpg
4.6278367,4.722644,3.429779,2.162486,2.1123724,7.1123962,1.3549197,4.556773,1020295_F.jpg
4.8888836,6.1493025,3.8612242,3.0031295,1.98065,9.057532,1.6783199,5.44415,1020296_F.jpg
5.6234126,5.5895123,4.4332943,2.750085,2.3075042,8.170494,1.7538338,5.427147,1020297_F.jpg
7.5239053,5.82326,5.9202166,2.8959591,2.3923302,9.782587,2.5516753,6.4244905,1020298_F.jpg
3.458478,2.7473063,3.2328806,1.3692505,1.6236362,4.813936,1.3845662,2.538677,1020299_F.jpg
3.801117,3.242587,3.5754282,1.4898732,1.61016,5.404458,1.4424704,2.9639225,1020300_F.jpg
4.892116,4.0535393,4.337425,1.9826891,2.0068989,6.9833803,1.7658982,3.7829428,1020301_F.jpg
4.1920433,3.5863612,3.8508444,1.7211916,1.823892,6.0762024,1.5477085,3.3183954,1020302_F.jpg
6.9788523,4.9704866,5.543095,2.9495091,2.2560704,8.884139,2.0281308,6.021009,1021001_F.jpg
5.5987144,4.6364822,4.6158504,2.5733256,1.9616942,7.3493547,1.5020846,5.024,1021002_F.jpg
4.885812,5.198026,3.3559833,2.7675264,2.042055,6.6628356,1.0393043,5.2765665,1021003_F.jpg
4.666271,4.9062443,3.3343382,2.5914564,2.0585337,6.2282677,1.0905976,5.0901985,1021004_F.jpg
2.5706136,2.3070521,2.3575091,1.0854689,1.3911338,3.0804896,0.8573083,2.2016165,1021005_F.jpg
5.90579,3.4668965,5.1531563,2.2462306,1.6859871,6.777222,2.0891738,4.354225,1021006_F.jpg
4.1497736,3.640143,3.5581512,1.9539185,1.5716289,5.2437267,1.1448373,3.8532324,1021007_F.jpg
4.303177,2.999473,3.8715558,1.8233404,1.6398482,5.0967836,1.4039247,3.4893909,1021008_F.jpg
7.0066767,4.855784,5.3737144,2.867672,2.3805285,8.38118,2.2433155,6.1402464,1021009_F.jpg
5.608402,4.5422125,4.730195,2.3869014,1.7178227,7.1569095,1.5860193,5.3138695,1021010_F.jpg
4.837837,5.1316295,3.4545712,2.5740457,2.0318804,6.8722973,0.97593284,5.422675,1021011_F.jpg
4.696539,4.964559,3.201205,2.5208852,2.0680618,6.6038237,1.0173231,5.32805,1021012_F.jpg
2.4255419,2.3297546,2.0817473,1.1956265,1.5410975,3.0760047,0.8283483,2.2748704,1021013_F.jpg
6.094009,3.418704,5.0949097,2.1813989,1.713138,6.962907,2.0505102,4.514207,1021014_F.jpg
3.9901686,3.3871994,3.3204842,1.9750063,1.7358913,5.055945,1.087868,3.8688045,1021015_F.jpg
4.3659296,3.0193572,3.849588,1.7726877,1.6392603,5.2556515,1.4104122,3.6237593,1021016_F.jpg
6.119319,4.379172,4.2805037,2.7694552,2.5688105,7.9789643,2.2962406,4.718069,1021017_F.jpg
5.140193,3.9386024,3.98246,2.331789,2.1365466,6.84189,1.7428443,4.32333,1021018_F.jpg
4.2200623,2.8307445,3.7345004,1.7591227,1.6930888,5.227316,1.6150787,3.1000578,1021019_F.jpg
3.4508097,3.818437,2.4112592,2.036219,1.9467957,5.132313,0.9731864,3.641972,1021020_F.jpg
4.0361977,2.772811,3.5241766,1.7765402,1.8080869,4.9496117,1.5152119,2.944745,1021021_F.jpg
4.383117,3.4474044,3.5456023,2.083756,1.9444435,5.806718,1.4974769,3.5741339,1021022_F.jpg
4.126977,3.6610327,3.1189737,1.9707762,1.7886612,5.530617,1.3317678,3.6875777,1021023_F.jpg
3.932188,2.8676744,3.4865563,1.7134935,1.7042702,5.0316353,1.4628584,3.011493,1021024_F.jpg
2.217241,1.917739,2.1357934,0.86727583,1.3761226,2.477318,0.8617963,1.7711724,1021025_F.jpg
2.4143744,2.250183,2.16965,1.1600928,1.4732108,2.9158895,0.8584628,2.0891602,1021026_F.jpg
5.527673,3.862558,3.8473973,2.4433956,2.422573,6.376781,2.2651873,4.1771536,1021027_F.jpg
4.6839647,3.1919398,3.6523318,2.1853223,2.1595447,5.4376717,1.881254,3.6011443,1021028_F.jpg
4.2901955,3.0052524,3.3598747,1.9974633,2.1265197,4.9318914,1.6505202,3.2960658,1021029_F.jpg
3.3775802,2.6409132,2.9722753,1.4091239,1.5859509,4.1357393,1.1904728,2.6354256,1021030_F.jpg
3.3436913,2.9822135,3.2706885,1.7343656,1.9048195,4.6709986,1.2392037,3.360239,1021031_F.jpg
4.186904,3.1891603,3.9748027,1.8821485,1.9090316,5.638784,1.6582255,3.691529,1021032_F.jpg
5.0419426,3.846015,4.5782537,2.3182833,2.227,6.7855625,2.0073998,4.658715,1021033_F.jpg
5.6275244,4.0361605,4.6068873,2.378402,2.0132117,7.16421,2.1129572,4.873155,1021034_F.jpg
4.2902365,3.3333688,3.699093,1.9147828,1.8196788,5.705254,1.4150724,3.9095957,1021035_F.jpg
4.6729918,3.2808597,4.0430355,1.9867351,1.7988131,5.8436394,1.5729305,3.9419832,1021036_F.jpg
2.6172833,2.3116386,2.2596622,1.2736121,1.6063839,3.574452,1.0470369,2.1799982,1021037_F.jpg
4.3691015,3.927956,3.5512972,2.161552,2.1180828,6.8418326,1.5705333,4.09111,1021038_F.jpg
4.13646,2.855546,3.649962,1.676594,1.8299857,5.738325,1.673695,3.0843368,1021039_F.jpg
2.2309957,1.9763031,2.0883222,0.97585815,1.4710991,2.795867,0.9525223,1.7802379,1021040_F.jpg
5.4846706,4.483274,5.0851927,2.2879534,2.3541625,8.027651,2.257791,5.119786,1021041_F.jpg
5.502759,4.3687487,5.23965,2.3108232,2.273508,7.660883,2.2586915,4.976591,1021042_F.jpg
4.825345,4.718524,4.3601165,2.1879191,1.6143565,8.260726,1.7026703,4.1957746,1021043_F.jpg
5.708344,6.407092,4.8470955,2.6589289,1.8297246,10.3650055,1.7552867,5.6030936,1021044_F.jpg
7.6075783,6.5805593,6.7314377,2.8463151,2.027348,12.409543,2.6877713,6.2283554,1021045_F.jpg
3.5514479,3.3998857,3.4694648,1.7755036,1.820697,5.3814583,1.4656475,3.5045452,1021047_F.jpg
4.549033,3.7864833,4.521085,1.8572497,1.8036277,6.710427,1.8878567,4.021346,1021048_F.jpg
5.7871037,4.9728365,5.7244935,2.7402167,2.261047,7.8280845,2.1898532,5.200376,1021049_F.jpg
6.9088764,5.2843246,5.3397126,3.0608068,2.695785,9.96544,2.3975773,6.124154,1021050_F.jpg
2.271565,2.2370229,2.0120993,1.0164409,1.5300379,2.886405,0.8285521,1.9502182,1021051_F.jpg
3.4037,3.0113604,2.940781,1.6227775,1.6586841,4.6757383,1.0664403,3.1256366,1021052_F.jpg
3.2739036,3.387691,2.5939665,1.7100511,1.7955332,5.1334066,1.0711268,3.2899036,1021053_F.jpg
5.3478365,4.829524,4.4607587,2.626613,2.4049473,7.745245,2.4952722,4.8942785,1021054_F.jpg
4.097828,4.076641,3.74504,2.1298285,1.9180336,6.4510174,1.725146,3.9629133,1021056_F.jpg
4.27037,3.764616,4.149637,2.0450792,2.0503,6.5236526,2.0447946,3.89327,1021057_F.jpg
4.4493113,4.326911,3.9691937,2.3173628,1.9951609,6.7508345,1.8903892,4.1956472,1021058_F.jpg
4.0562925,4.6711435,3.5157015,2.445037,2.1396012,6.5076485,1.6644611,4.3771544,1021059_F.jpg
5.273943,4.936145,4.6266656,2.6711712,2.5050778,8.155856,2.5795715,5.2963505,1021060_F.jpg
1.9710667,2.262803,1.7378457,1.1632023,1.6832952,2.8905764,0.8378582,1.9517179,1021061_F.jpg
2.5963595,2.533708,2.55894,1.3017647,1.6495196,4.062993,1.1182313,2.4448113,1021062_F.jpg
3.1847405,3.5688906,3.0687926,1.7398171,1.813753,5.5195255,1.3445933,3.4343348,1021063_F.jpg
4.308929,4.1960664,4.0925093,2.0191503,2.1878316,7.073693,2.050517,4.486908,1021064_F.jpg
5.1114564,4.3614597,4.211308,2.259178,2.0827274,7.110294,2.0696654,4.175067,1021065_F.jpg
5.635739,5.189069,5.0740886,2.71971,2.2122977,8.849585,2.3933382,5.380672,1021066_F.jpg
4.392481,4.1397243,4.0558434,2.1879163,2.0424173,7.1175404,1.8435428,4.3072305,1021067_F.jpg
5.3707213,4.8547506,4.8689623,2.615943,2.1172786,8.555538,2.247784,4.8683434,1021068_F.jpg
4.703108,5.1463256,4.204652,2.6302423,1.9994895,8.13484,1.8541228,4.9128494,1021069_F.jpg
2.8656425,2.7697663,2.744688,1.4024736,1.5517457,4.531679,1.212485,2.6066713,1021070_F.jpg
4.067339,4.9703264,3.4805605,2.5870552,1.8855536,6.682358,1.5811448,4.250016,1021071_F.jpg
3.3886046,3.9510565,3.0934584,2.1045294,1.7726693,5.699838,1.3026774,3.6085532,1021072_F.jpg
4.7486677,4.8621645,4.060875,2.6090083,1.9836677,7.387932,1.8989419,4.472254,1021073_F.jpg
4.8066435,4.347413,4.472012,2.4009857,2.003643,7.31316,2.1810608,4.305884,1021074_F.jpg
1.850162,2.0905273,1.6687651,1.0556539,1.5713676,2.4752011,0.79148877,1.6678197,1021075_F.jpg
3.9551823,3.3229675,3.9469557,1.7589941,1.7253995,5.895318,1.8853414,3.2163496,1021076_F.jpg
5.167691,3.2763283,4.329506,1.9046043,1.8749965,6.394705,1.9172645,3.9587755,1021077_F.jpg
5.7621427,3.6542773,4.6307726,2.2468872,2.2029724,6.5806017,2.1478267,4.616902,1021078_F.jpg
1.9542066,2.1025205,1.7492031,1.0387628,1.6078615,2.4408445,0.77350557,1.7664727,1021079_F.jpg
6.090707,4.4379554,4.591798,2.6517622,2.249424,7.9399643,2.2607527,5.2886686,1021080_F.jpg
5.10429,3.1647038,4.321327,1.9670879,1.9865645,6.314663,1.9888357,3.951173,1021081_F.jpg
4.8142996,4.229915,3.742981,2.2551746,1.9341701,6.39905,1.5183759,4.748514,1021082_F.jpg
4.298896,5.1233635,2.9102836,2.7190003,2.1478846,6.5510836,1.225674,5.3391147,1021083_F.jpg
3.8568547,3.2773623,3.4607286,1.757215,1.6695356,5.341788,1.3738866,3.5599446,1021084_F.jpg
4.0523033,2.8209672,3.496041,1.7105057,1.8087972,5.1439695,1.5399067,3.2822928,1021085_F.jpg
3.384438,2.8429227,3.0530624,1.4726436,1.5733552,4.6672792,1.2289283,2.9149847,1021086_F.jpg
6.1801133,4.3641,5.1363854,2.6048112,2.1773424,6.7883534,2.2812843,5.033488,1021087_F.jpg
5.71138,3.9507794,5.0574427,2.2515216,1.9863594,6.2836304,1.9774458,4.585764,1021088_F.jpg
4.7681885,3.5833535,3.8446238,2.0617843,1.8559475,6.3090487,1.6403005,3.687621,1021089_F.jpg
3.2640557,3.027291,2.8930244,1.6307566,1.5532861,4.55772,1.026184,3.026278,1021090_F.jpg
7.551325,6.085395,5.538534,3.5453634,2.3145778,10.365898,2.1219854,7.12694,1021091_F.jpg
4.3807645,3.4238024,3.9893453,1.821819,1.7656012,5.9290814,1.6674006,3.418993,1021092_F.jpg
5.947084,4.775132,5.2829914,2.4739938,2.1982894,8.010054,2.2179723,5.022285,1021093_F.jpg
2.7639062,2.5886602,2.4685507,1.2549374,1.4856852,3.8732128,1.0966237,2.4840221,1021094_F.jpg
2.7717357,2.3049397,2.5508323,1.2446339,1.5964503,3.631114,1.1456447,2.25144,1021095_F.jpg
6.0091333,4.794212,5.3775835,2.5166545,2.28863,7.8551188,2.2121854,5.1604667,1021096_F.jpg
3.9175007,3.6327243,3.6328998,1.5582093,1.4951398,5.667693,1.3498151,3.3775783,1021097_F.jpg
3.565315,3.4515104,3.1731987,1.6259019,1.5566341,5.195529,1.3214262,3.0262547,1021098_F.jpg
2.5522454,2.1335506,2.155851,1.0737183,1.5072107,2.9056964,0.9920038,1.9438088,1021099_F.jpg
5.8527308,3.9993105,5.0863013,1.9632661,1.978092,7.920138,2.322272,4.0360785,1021100_F.jpg
4.699482,4.5796556,4.059043,1.9905878,1.8688471,6.9918766,1.5604701,4.116578,1021101_F.jpg
4.860792,5.0988197,3.7707846,2.4364352,2.2891872,8.020441,1.6051402,4.779564,1021102_F.jpg
2.0808802,2.2354536,1.7765926,1.1095686,1.657533,2.695797,0.846101,1.8908498,1021103_F.jpg
3.8522305,4.7280397,2.9661052,2.1588473,2.0780272,6.6627455,1.1978269,4.036068,1021104_F.jpg
7.59491,6.3884535,6.2410994,2.8304796,2.5994759,10.771139,2.3056698,6.4007955,1021105_F.jpg
6.866247,4.5627623,5.785022,2.175712,2.1105733,9.007008,2.5893412,4.7399454,1021106_F.jpg
4.5068383,3.4278955,4.138497,1.6030676,1.6282291,6.3059397,1.6643,3.4859428,1021107_F.jpg
5.113125,4.512189,4.2031956,2.100379,1.859955,7.541119,1.6399789,4.589739,1021108_F.jpg
7.582225,6.0892534,6.112429,2.6893833,2.4966793,10.746521,2.3897848,6.379916,1021109_F.jpg
7.468764,4.713407,6.679039,2.1988063,2.0668287,9.75755,2.7894187,5.109376,1021110_F.jpg
1.9821056,1.9741166,1.7499244,0.99550325,1.5663917,2.3567438,0.8469948,1.6558824,1021111_F.jpg
2.2557926,2.5854335,1.7813873,1.3793304,1.7450577,3.3721669,0.9205086,2.1442504,1021112_F.jpg
3.2674289,3.8925402,2.3825378,1.8664937,1.9067594,5.648301,1.175126,3.2617269,1021113_F.jpg
6.145092,4.397074,4.496669,2.2964168,2.5088975,8.486974,2.4571967,4.242193,1021114_F.jpg
3.3409448,3.8621364,2.327064,2.1016712,1.926507,4.7685056,0.95919615,3.9041367,1021115_F.jpg
3.980206,3.2155256,3.4432855,1.898864,1.8293728,5.1095805,1.4142178,3.7001526,1021116_F.jpg
3.42944,3.2005885,2.8837094,1.8041105,1.7541578,4.6462936,1.0838498,3.4969077,1021117_F.jpg
4.2880883,3.015243,3.857646,1.746798,1.6394931,5.2832117,1.5740871,3.4673717,1021118_F.jpg
6.7619243,4.794483,5.2026844,2.917253,2.420036,8.066143,2.3613005,6.0517254,1021119_F.jpg
2.5861979,2.6123395,2.3223815,1.2444711,1.4464829,3.7214184,0.9135159,2.4977593,1021120_F.jpg
4.471522,3.4777904,3.8314319,2.0652945,1.7462312,5.907977,1.5084434,3.8994503,1021121_F.jpg
4.291736,3.0357046,3.8393276,1.6746712,1.6110575,5.671532,1.5554603,3.4236722,1021122_F.jpg
2.3919635,2.4990032,1.9777844,1.3167486,1.6966094,3.312934,0.90614927,2.3828316,1021123_F.jpg
6.121363,4.360549,4.9529257,2.672689,2.072762,7.8900986,2.1983624,5.342616,1021124_F.jpg
6.6788034,4.2655926,5.1859474,2.717416,2.348047,8.3317375,2.4644532,5.4879684,1021125_F.jpg
2.5753627,2.5913339,2.281665,1.2849712,1.5010931,3.7048068,0.8980486,2.5635734,1021126_F.jpg
6.864318,4.807955,5.178345,3.045349,2.4376476,8.7775545,2.4283876,6.091235,1021127_F.jpg
5.6883993,5.1033316,4.1426063,2.711975,2.0213192,7.6530895,1.5557256,5.8700852,1021128_F.jpg
6.2079053,4.1885777,4.888964,2.6505501,2.602418,6.9892473,2.5373042,5.4947805,1021129_F.jpg
1.9828792,2.031201,1.7423937,1.0180364,1.6605053,2.3960054,0.7879248,1.7815523,1021130_F.jpg
6.1805778,4.086403,4.8130817,2.4717216,2.338693,6.8084292,2.326401,5.1871667,1021131_F.jpg
2.373296,2.2712033,2.264708,1.1628541,1.5934432,2.8743625,0.8243276,2.2088811,1021132_F.jpg
5.035505,3.5529933,4.286087,2.206977,2.1753788,5.3723927,1.8606989,4.2618747,1021133_F.jpg
5.814554,3.8389132,5.3599257,2.2634544,1.9838531,6.3980455,2.1256459,4.8708344,1021134_F.jpg
5.3924437,3.3773603,5.1920576,2.1279674,2.004836,5.892147,2.0587153,4.3503366,1021135_F.jpg
2.8003323,2.0570698,2.60455,1.1656774,1.5575264,3.2762094,1.1320691,2.1785727,1021136_F.jpg
3.9295797,3.8558586,3.2986848,1.8893101,1.5448737,5.2940035,0.9903822,3.9528413,1021137_F.jpg
4.009672,3.2293084,3.6115422,1.7821186,1.583302,5.1953773,1.423924,3.4929166,1021138_F.jpg
6.2853293,4.7921953,4.854097,2.8657105,2.2067661,7.7243533,2.1109633,5.565182,1021139_F.jpg
5.4146357,2.8271952,4.9643936,1.9382424,1.7060564,5.9835334,2.151243,3.6870608,1021140_F.jpg
6.9375367,5.104411,5.742194,2.8843894,2.063611,9.452542,1.9548843,5.672614,1021141_F.jpg
3.4525843,2.886909,3.1546054,1.4811383,1.4359682,4.760527,1.1233182,2.8299518,1021142_F.jpg
2.5960112,2.1481926,2.4800682,1.0609133,1.3866546,3.244851,0.9616588,2.095649,1021144_F.jpg
6.3925924,5.0480337,5.92723,2.7489307,2.1855597,7.7511735,2.2757163,5.73421,1021145_F.jpg
4.842888,4.5078497,4.438138,2.4099703,1.9267352,6.0960264,1.5452049,4.6941957,1021146_F.jpg
4.0263405,3.8538728,4.095439,1.8536187,1.5259504,6.1325884,1.4346883,4.0205407,1021147_F.jpg
6.656313,4.73417,6.515406,2.667581,2.0083945,9.108397,2.708467,5.954276,1021148_F.jpg
4.4129267,4.7314496,4.3692613,2.2930682,1.683598,7.2604427,1.4661603,5.025467,1021149_F.jpg
4.333804,3.3644366,3.6666727,1.947265,1.9234211,5.4982777,1.6450686,3.9457312,1021150_F.jpg
2.65684,2.4910467,2.4333436,1.2728062,1.6093493,3.5654979,1.0616919,2.3960783,1021151_F.jpg
4.2795324,3.546698,3.6485233,2.0030289,1.8503785,5.686763,1.5862355,4.0059032,1021152_F.jpg
4.9709044,3.5267556,4.1811113,2.281039,2.46812,6.1038165,1.9515226,4.7211685,1021153_F.jpg
4.355469,3.093405,3.884728,1.906821,2.204106,5.3757,1.7085311,4.135145,1021154_F.jpg
6.0389977,4.661455,5.095599,2.5838933,2.3099308,8.883757,2.083901,4.809477,1021155_F.jpg
5.131567,3.9114609,4.6277018,2.1436467,1.8740287,7.4540977,1.7958795,4.190854,1021156_F.jpg
3.3167276,2.6365023,3.1931384,1.3932245,1.4753432,4.5052996,1.2616208,2.787773,1021157_F.jpg
4.090751,3.5037823,3.5238178,1.8218141,1.547152,5.722805,1.3660192,3.6539402,1021158_F.jpg
5.236111,3.7986372,5.404372,2.073726,1.7470677,7.57269,2.2300782,4.486023,1021159_F.jpg
5.139806,3.4581227,4.983783,2.0450802,1.8777117,6.639884,2.1409092,4.21721,1021160_F.jpg
7.026226,4.4558616,4.6321063,2.9725132,2.6164784,7.8744917,2.48256,5.01575,1021161_F.jpg
2.79608,2.2808838,2.5247838,1.1099656,1.415185,3.53662,1.0506954,2.1601973,1021162_F.jpg
4.2804623,2.9703784,3.5371323,1.9329221,1.8417675,5.3719926,1.6375577,3.2359312,1021163_F.jpg
5.980258,4.5520167,4.9128275,2.414304,2.2008643,8.050589,2.1858568,4.825284,1021165_F.jpg
4.7989616,4.564061,4.8726664,2.3288941,1.6981792,7.5257053,2.3500967,4.0177655,1021166_F.jpg
4.9570203,4.601806,4.681081,2.317266,1.5835879,7.5983477,2.2112966,3.8324955,1021167_F.jpg
6.837295,5.49326,4.9915943,2.6561441,2.7648911,10.134007,2.3119116,5.3046403,1021168_F.jpg
5.628686,4.7350764,4.498444,2.7668962,2.3290334,7.3959303,2.5231893,4.7594175,1021169_F.jpg
4.858602,4.2359114,3.733985,1.9668525,2.0181346,7.35544,1.5604879,3.8932416,1021170_F.jpg
3.8494267,3.6697955,3.464551,1.8975127,1.8652085,5.8933043,1.6072518,3.5496054,1021171_F.jpg
3.5369735,4.536396,2.280077,2.0083373,1.8691514,6.052865,1.093328,3.4512606,1021172_F.jpg
2.6715386,4.034209,2.2354095,1.8893089,1.7610036,4.9966927,0.9201667,3.3716164,1021173_F.jpg
5.831419,4.743347,4.5145245,2.467698,2.5973883,8.918446,2.1352608,4.9087763,1021174_F.jpg
5.922501,4.596402,4.320875,2.6618145,2.3717847,8.115223,2.4554377,4.93406,1021175_F.jpg
4.243584,5.322046,3.0807989,2.4804516,2.4756298,7.618123,1.3226533,4.4728394,1021176_F.jpg
4.1248746,5.1174507,3.1401563,2.40598,2.1233013,7.1530437,1.5041448,4.598301,1021177_F.jpg
3.900677,3.0140948,3.276362,1.5633297,1.7917643,5.5717754,1.5536199,2.8536239,1021178_F.jpg
3.3625598,2.6958709,3.0924664,1.413183,1.6288648,5.1746125,1.3849325,2.7082725,1021179_F.jpg
3.9874754,4.401199,2.5601687,2.2227423,2.1040063,6.5653305,1.3938277,3.9281516,1021180_F.jpg
3.3076344,4.003247,2.4779801,1.9447721,2.0027637,5.16516,1.1025537,3.651487,1021181_F.jpg
3.7351437,2.7149587,3.0264833,1.5150359,1.7871234,5.413953,1.5592113,2.8669963,1021182_F.jpg
3.198536,2.4233925,2.8826709,1.3563727,1.7690192,4.20514,1.3342652,2.520396,1021183_F.jpg
6.206805,4.5866623,3.926542,2.4937487,2.7113857,8.297397,2.3205385,4.7369213,1021184_F.jpg
3.199687,2.6600053,2.8401103,1.40535,1.5269959,4.3891144,1.1021545,2.691855,1021186_F.jpg
4.1987085,2.5072103,4.119054,1.3701265,1.3448123,5.1614275,1.4654986,2.9632688,1021187_F.jpg
4.670686,3.4478352,4.3802867,1.803628,1.4729385,6.46278,1.5525613,3.6861646,1021188_F.jpg
6.772255,4.3480597,5.9611435,2.6715832,2.103109,8.682356,2.2577415,5.36882,1021189_F.jpg
6.69142,4.6925344,5.7405396,2.624444,2.1139002,9.315265,2.2779498,5.3654323,1021190_F.jpg
5.328832,4.3283157,4.867793,2.5109644,2.2866054,7.7515225,2.009621,4.4003305,1021192_F.jpg
3.1398382,2.7581987,2.9635274,1.4935157,1.6737092,4.408919,1.2302976,2.7649515,1021193_F.jpg
6.162775,5.638452,5.2897806,3.0988593,2.6415124,9.685879,2.2453518,5.5307903,1021195_F.jpg
4.5108585,3.645021,4.1557302,2.0312676,1.8917581,5.9600596,1.6214273,3.7041845,1021196_F.jpg
3.6673503,2.9598093,3.3909698,1.5986096,1.7115612,4.944356,1.3325334,3.0331936,1021197_F.jpg
4.388752,4.0150647,4.0713606,2.1066802,1.9195178,6.6207256,1.5632995,3.8634052,1021198_F.jpg
4.920704,3.8175597,4.6742425,2.1496973,2.0367453,6.877364,1.8663585,3.983355,1021199_F.jpg
6.6396875,5.6822424,5.940053,2.8495646,2.5338724,9.993525,2.3701348,5.5963383,1021200_F.jpg
4.7924266,4.437058,4.5377417,2.034996,1.727602,7.1715107,1.560704,4.3565097,1021201_F.jpg
2.537229,2.7271502,2.2690284,1.2858175,1.6129646,3.581882,0.8655455,2.558218,1021202_F.jpg
5.4256525,4.6157413,4.7760153,2.4332194,2.4053574,8.360872,1.8711406,4.785582,1021203_F.jpg
5.4939423,4.7749596,4.753976,2.4545555,2.4352643,8.479717,1.7900414,4.8494196,1021204_F.jpg
4.835504,4.423645,4.2740707,2.2426858,2.2574923,7.575477,1.654999,4.4210463,1021205_F.jpg
5.941983,4.831685,5.2124844,2.809949,2.7020175,9.215101,2.330132,5.2835712,1021206_F.jpg
5.2166705,5.0083294,4.4595037,2.7230053,2.6226041,8.313163,1.884379,5.1333447,1021207_F.jpg
3.7110686,3.4305968,3.4149384,1.7619362,1.8435045,5.6851196,1.4198787,3.3721118,1021208_F.jpg
5.3501477,4.2814665,4.7410183,2.4895108,2.4528663,8.102117,2.097021,4.5940914,1021209_F.jpg
5.763372,5.082532,4.9408445,2.6688924,2.578079,7.6176896,2.2854092,5.3698483,1021210_F.jpg
3.7721987,3.419931,3.544219,1.7924168,1.9590616,5.4172664,1.5492344,3.5652838,1021211_F.jpg
4.0910435,3.8489554,3.8877838,1.9411178,2.0593176,5.882736,1.6554742,4.0560923,1021212_F.jpg
3.3951662,3.471758,3.1331701,1.8149701,1.9232305,5.137129,1.3585336,3.4477487,1021213_F.jpg
7.1620774,8.517305,6.1727276,3.6060987,2.1363146,13.163198,2.598781,6.7938185,1021214_F.jpg
6.0702405,7.713806,5.5584707,3.1709116,1.5107713,11.200413,2.0696254,5.693002,1021215_F.jpg
4.3045764,5.3317866,4.0434074,2.3858972,1.2996125,7.802642,1.5044243,4.0304813,1021216_F.jpg
7.870348,9.190588,7.2402735,3.952328,1.5965412,13.666302,2.8217742,6.7066097,1021217_F.jpg
6.6851406,7.426137,5.947283,3.2573676,1.7124162,11.502762,2.409904,5.9006414,1021218_F.jpg
6.644767,8.459277,5.9744015,3.672183,1.68978,12.178585,2.196814,6.2084203,1021219_F.jpg
7.813751,8.1087055,6.678664,3.650182,1.9580213,12.973247,2.9183044,6.4260335,1021220_F.jpg
6.9161854,7.052196,6.192646,3.0485935,1.5668575,11.798979,2.5395846,5.5221934,1021221_F.jpg
5.231439,5.2892866,4.774263,2.4754336,1.4396265,8.691025,2.0448856,4.171535,1021222_F.jpg
8.253782,8.879182,7.2236824,4.100288,1.74984,13.450912,2.823905,6.9735427,1021223_F.jpg
7.3721447,7.544869,6.5532355,3.5655913,1.4584184,12.030133,2.5753088,5.8794227,1021224_F.jpg
4.877642,4.633912,4.6853685,2.203415,1.0069742,7.8864017,1.835549,3.7735505,1021225_F.jpg
7.2331357,6.555543,6.025938,3.1891346,2.562427,10.939381,2.5951054,7.1204653,1021226_F.jpg
7.036076,5.899784,5.853752,2.9810448,2.259435,10.330623,2.3101358,6.488285,1021227_F.jpg
4.299222,3.8224163,3.8895235,1.8633454,1.5876539,6.522389,1.5429848,3.8142233,1021228_F.jpg
5.751224,5.0107155,4.8899655,2.5967233,1.991825,8.535452,1.9481902,5.307144,1021229_F.jpg
6.7601004,7.0957594,5.933883,3.146704,1.9410759,11.068533,2.2800922,5.929141,1021230_F.jpg
4.8022757,5.0220313,4.462198,2.121739,1.35419,7.8974223,1.8914771,3.6853683,1021231_F.jpg
7.234744,6.078229,6.1759257,2.8145957,2.2837787,10.939258,2.2807653,6.463497,1021232_F.jpg
5.626073,4.9540844,5.4616776,2.154234,1.835052,8.916376,1.8895445,5.0685034,1021233_F.jpg
5.639928,5.4209175,5.4310884,2.3358343,1.8080429,9.0553055,2.0223925,5.001871,1021234_F.jpg
5.928177,5.041003,4.8637276,2.3284535,2.6854305,8.928217,2.257811,5.0087013,1021235_F.jpg
4.8824797,5.994695,3.3746483,2.6628394,2.5228457,7.836911,1.270838,5.180421,1021236_F.jpg
4.516052,3.9935634,3.473258,1.8172395,2.2235966,6.748552,1.642112,3.6212583,1021237_F.jpg
5.6358533,5.0124426,4.213726,2.3458867,2.5203202,8.263668,1.959688,4.6133842,1021238_F.jpg
1.769637,2.0129418,1.5286756,1.0855708,1.7110724,2.3175788,0.7855704,1.6377289,1021239_F.jpg
5.8406096,4.405037,4.693822,2.0799847,2.5476882,8.292128,2.0891244,4.3008957,1021240_F.jpg
5.897293,3.6350784,4.8695974,1.900915,2.3055134,7.780996,2.4052706,3.695736,1021241_F.jpg
2.9956498,2.7473686,2.5414166,1.3428378,1.7308657,4.426693,1.1795377,2.4149113,1021242_F.jpg
4.4383883,4.4853477,3.5745292,1.9294641,2.1429725,6.935652,1.4009237,3.8540125,1021243_F.jpg
4.175723,3.1244583,3.8555822,1.7884742,1.9356853,6.309538,1.8725636,3.1786141,1021244_F.jpg
